B_COUNTRY_ALPHA,Q262,Q260,Q289,Q275,Q287,mapped_category
AND,21,1,0,6,2,1.0
AND,47,1,1,4,3,1.0
AND,42,1,0,4,2,1.0
AND,71,1,1,3,3,1.0
AND,86,1,1,1,3,1.0
AND,73,1,1,1,2,1.0
AND,87,1,1,7,3,1.0
AND,78,1,1,2,3,1.0
AND,74,1,1,6,2,1.0
AND,66,1,1,5,2,1.0
AND,80,1,1,3,3,1.0
AND,73,1,1,5,2,1.0
AND,60,1,1,6,3,1.0
AND,61,1,0,5,3,1.0
AND,68,1,1,5,3,1.0
AND,32,1,1,7,3,1.0
AND,47,1,1,4,3,1.0
AND,70,1,1,5,4,1.0
AND,87,1,1,2,4,1.0
AND,88,1,1,2,3,1.0
AND,73,1,1,6,3,1.0
AND,61,1,1,3,4,1.0
AND,66,1,1,5,4,1.0
AND,77,1,0,2,3,1.0
AND,72,2,1,2,3,1.0
AND,70,2,1,2,3,1.0
AND,19,2,0,2,3,1.0
AND,44,2,0,6,4,1.0
AND,53,1,0,3,4,1.0
AND,43,2,1,3,4,1.0
AND,28,1,0,2,4,1.0
AND,54,2,1,2,4,1.0
AND,41,2,1,1,4,1.0
AND,32,2,3,6,2,1.0
AND,56,1,1,1,4,1.0
AND,56,1,1,1,4,1.0
AND,27,2,1,5,3,1.0
AND,66,2,1,0,4,1.0
AND,35,1,9,6,4,1.0
AND,57,2,0,3,4,1.0
AND,55,1,1,2,3,1.0
AND,62,1,1,6,4,1.0
AND,56,1,0,6,2,1.0
AND,56,2,1,3,4,1.0
AND,39,1,0,2,4,1.0
AND,43,1,1,6,4,1.0
AND,69,1,0,2,2,1.0
AND,63,1,0,2,2,1.0
AND,26,1,0,3,4,1.0
AND,23,1,0,3,2,1.0
AND,56,2,0,3,4,1.0
AND,70,2,1,1,2,1.0
AND,60,1,0,2,3,1.0
AND,70,1,1,5,2,1.0
ARG,58,2,1,2,3,1.0
ARG,32,1,1,3,3,8.0
ARG,34,2,1,3,3,8.0
ARG,65,1,1,3,3,1.0
ARG,40,2,1,3,4,8.0
ARG,44,1,0,6,4,1.0
ARG,21,2,0,3,3,8.0
ARG,21,1,0,3,3,8.0
ARG,64,1,1,1,4,1.0
ARG,30,2,0,6,4,1.0
ARG,31,2,1,2,4,8.0
ARG,31,1,9,2,3,1.0
ARG,33,2,1,3,3,1.0
ARG,55,1,5,6,2,8.0
ARG,42,2,2,2,3,8.0
ARG,52,2,1,3,2,1.0
ARG,21,2,0,3,4,8.0
ARG,21,1,4,3,2,1.0
ARG,43,2,0,3,4,1.0
ARG,47,1,0,3,3,8.0
ARG,35,2,0,5,3,1.0
ARG,24,1,0,3,2,1.0
ARG,19,2,0,2,3,1.0
ARG,61,1,1,2,4,1.0
ARG,72,2,1,1,4,1.0
ARG,21,2,1,2,4,1.0
ARG,27,1,1,3,3,8.0
ARG,48,2,0,5,3,1.0
ARG,40,1,1,6,3,1.0
ARG,54,2,0,6,3,1.0
ARG,35,2,0,5,3,1.0
ARG,42,2,1,2,4,8.0
ARG,18,1,9,2,3,8.0
ARG,36,2,0,1,4,8.0
ARG,34,2,1,6,2,1.0
ARG,24,1,1,2,4,8.0
ARG,40,2,1,6,2,1.0
ARG,92,2,1,3,3,1.0
ARG,19,1,1,3,3,1.0
ARG,67,2,1,6,3,1.0
ARG,93,2,1,1,3,1.0
ARG,26,1,1,3,4,1.0
ARG,50,2,1,2,4,1.0
ARG,59,1,1,1,5,8.0
ARG,30,1,0,3,3,8.0
ARG,66,2,1,1,4,1.0
ARG,47,2,0,2,2,1.0
ARG,82,2,1,1,3,1.0
ARG,18,1,0,2,2,1.0
ARG,40,2,1,3,3,1.0
ARG,47,1,0,3,2,8.0
ARG,49,2,7,3,4,8.0
ARG,21,2,1,3,2,1.0
ARG,30,2,0,6,3,1.0
ARG,24,2,1,3,3,1.0
ARG,63,1,0,3,3,1.0
ARG,19,1,0,3,2,1.0
ARG,69,2,0,3,3,1.0
ARG,37,2,1,3,3,1.0
ARG,29,2,0,3,3,1.0
ARG,60,1,1,2,3,1.0
ARG,59,2,1,3,3,8.0
ARG,56,2,1,3,3,1.0
ARG,27,1,1,6,3,1.0
ARG,33,2,1,6,3,1.0
ARG,67,2,1,2,3,1.0
ARG,40,1,1,3,3,8.0
ARG,25,2,1,6,3,1.0
ARG,26,1,1,3,3,1.0
ARG,37,2,1,3,3,1.0
ARG,36,1,1,3,3,8.0
ARG,40,2,1,5,3,1.0
ARG,60,1,1,1,2,1.0
ARG,23,2,1,3,3,1.0
ARG,63,2,1,3,3,8.0
ARG,34,2,0,1,5,8.0
ARG,31,1,0,3,2,1.0
ARG,28,1,0,5,3,1.0
ARG,45,2,1,6,2,1.0
ARG,73,1,1,1,3,1.0
ARG,42,1,1,3,3,1.0
ARG,35,2,0,6,3,1.0
ARG,45,1,9,3,3,8.0
ARG,85,2,9,1,3,1.0
ARG,34,2,0,3,4,1.0
ARG,66,1,1,3,2,1.0
ARG,19,2,0,3,3,8.0
ARG,46,2,1,3,3,8.0
ARG,39,1,0,8,2,1.0
ARG,50,1,0,5,2,1.0
ARG,40,2,1,8,2,1.0
ARG,36,2,1,8,2,1.0
ARG,33,1,0,3,3,1.0
ARG,40,1,0,6,3,1.0
ARG,35,2,0,5,3,1.0
ARG,70,2,1,1,3,8.0
ARG,58,2,1,6,2,1.0
ARG,29,2,1,6,3,1.0
ARG,56,1,1,6,2,1.0
ARG,49,2,1,6,3,1.0
ARG,48,1,1,3,3,1.0
ARG,63,1,1,2,3,1.0
ARG,21,1,0,3,2,1.0
ARG,45,2,1,6,3,1.0
ARG,19,2,0,3,2,1.0
ARG,24,2,1,3,3,1.0
ARG,30,1,9,3,3,1.0
ARG,80,1,1,3,3,1.0
ARG,65,1,0,6,2,1.0
ARG,30,1,1,6,2,1.0
ARG,69,1,1,6,2,1.0
ARG,66,1,1,6,3,1.0
ARG,25,2,1,3,2,1.0
ARG,28,1,1,6,2,1.0
ARG,56,1,1,2,3,1.0
ARG,25,2,0,3,2,1.0
ARG,64,2,0,5,2,1.0
ARG,20,1,1,3,3,1.0
ARG,20,2,1,3,3,1.0
ARG,46,1,0,2,3,8.0
ARG,39,2,1,3,3,1.0
ARG,70,2,1,1,4,1.0
ARG,44,2,1,3,3,1.0
ARG,21,1,0,3,3,1.0
ARG,50,2,1,3,2,1.0
ARG,44,2,1,1,4,8.0
ARG,18,2,1,3,3,1.0
ARG,66,2,1,3,3,1.0
ARG,21,1,1,2,3,1.0
ARG,24,1,0,2,4,8.0
ARG,70,2,1,6,3,1.0
ARG,24,1,1,2,4,1.0
ARG,30,1,1,3,3,1.0
ARG,60,1,1,1,4,8.0
ARG,34,2,1,1,5,8.0
ARG,50,2,9,5,3,1.0
ARG,65,1,1,3,3,8.0
ARG,44,1,0,5,2,1.0
ARG,72,1,1,3,3,1.0
ARG,30,2,1,6,4,1.0
ARG,33,1,1,5,3,1.0
ARG,29,2,1,5,3,8.0
ARG,70,1,1,1,3,8.0
ARG,42,1,1,6,3,8.0
ARG,61,1,0,3,3,1.0
ARG,72,2,9,1,4,1.0
ARG,22,2,0,1,5,1.0
ARG,48,2,0,2,4,1.0
ARG,64,2,1,2,3,8.0
ARG,30,1,9,3,4,1.0
ARG,33,1,1,3,4,8.0
ARG,39,2,4,5,2,1.0
ARG,62,1,1,3,3,1.0
ARG,49,2,0,3,3,1.0
ARG,34,2,1,3,2,1.0
ARG,45,1,1,3,2,1.0
ARG,20,1,1,3,3,1.0
ARG,24,2,1,3,4,1.0
ARG,52,1,1,5,2,1.0
ARG,19,1,1,3,3,1.0
ARG,35,2,1,5,3,1.0
ARG,42,2,1,5,3,1.0
ARG,43,1,1,3,2,8.0
ARG,42,2,1,3,2,1.0
ARG,55,1,1,5,2,1.0
ARG,65,2,1,5,2,1.0
ARG,24,1,9,2,2,1.0
ARG,30,2,9,3,5,1.0
ARG,53,1,1,5,3,1.0
ARG,53,2,9,3,4,1.0
ARG,39,2,9,0,5,1.0
ARG,34,1,1,3,4,1.0
ARG,32,1,1,3,4,1.0
ARG,60,2,0,1,5,1.0
ARG,35,2,1,3,5,1.0
ARG,38,2,1,1,4,1.0
ARG,66,1,0,3,3,1.0
ARG,52,2,1,3,4,1.0
ARG,24,2,1,5,3,1.0
ARG,78,1,1,1,4,1.0
ARG,60,1,1,3,3,1.0
ARG,34,1,0,6,2,1.0
ARG,30,1,1,2,3,1.0
ARG,65,1,1,2,4,1.0
ARG,20,2,0,3,3,1.0
ARG,18,2,1,2,3,1.0
ARG,35,1,1,1,5,1.0
ARG,59,2,1,1,3,1.0
ARG,42,1,1,2,4,8.0
ARG,56,1,1,1,3,1.0
ARG,79,2,0,0,3,8.0
ARG,54,2,1,1,3,1.0
ARG,30,1,1,3,3,1.0
ARG,18,1,0,2,3,1.0
ARG,33,2,1,3,3,1.0
ARG,49,1,1,1,3,1.0
ARG,34,1,1,3,4,1.0
ARG,41,1,1,1,4,1.0
ARG,43,1,1,1,5,1.0
ARG,45,2,1,2,5,1.0
ARG,52,1,0,2,4,1.0
ARG,62,2,1,1,4,1.0
ARG,30,1,9,3,4,1.0
ARG,59,2,0,3,3,1.0
ARG,26,1,0,0,4,8.0
ARG,65,1,1,3,3,1.0
ARG,49,1,1,3,2,1.0
ARG,46,1,1,3,2,1.0
ARG,32,1,1,3,4,1.0
ARG,60,2,1,3,3,8.0
ARG,32,2,1,2,4,8.0
ARG,36,2,1,2,3,1.0
ARG,49,1,1,3,3,1.0
ARG,22,2,0,3,3,1.0
ARG,24,1,0,5,2,1.0
ARG,42,2,1,3,2,1.0
ARG,63,2,1,3,3,1.0
ARG,35,1,1,3,3,1.0
ARG,55,1,1,3,2,1.0
ARG,20,2,1,3,2,1.0
ARG,21,2,1,3,4,1.0
ARG,79,2,1,3,3,1.0
ARG,73,1,1,0,4,1.0
ARG,46,1,1,3,3,1.0
ARG,19,2,1,3,5,1.0
ARG,46,1,1,2,4,8.0
ARG,64,1,1,2,4,8.0
ARG,72,2,1,1,4,1.0
ARG,38,2,1,1,4,1.0
ARG,39,2,0,0,4,8.0
ARG,49,1,1,1,3,8.0
ARG,21,1,1,3,3,1.0
ARG,66,1,1,5,3,1.0
ARG,45,2,1,3,3,8.0
ARG,22,2,0,3,3,1.0
ARG,40,1,0,1,5,8.0
ARG,18,1,9,3,5,8.0
ARG,22,2,1,3,3,1.0
ARG,67,1,1,1,3,1.0
ARG,66,1,1,3,4,1.0
ARG,34,1,1,3,4,1.0
ARG,30,2,1,2,4,8.0
ARG,50,2,1,3,4,1.0
ARG,30,2,1,3,3,1.0
ARG,31,1,1,1,4,1.0
ARG,24,2,1,2,3,1.0
ARG,58,1,1,1,5,8.0
ARG,19,1,1,1,5,8.0
ARG,33,1,1,3,4,8.0
ARG,29,2,1,5,4,8.0
ARG,70,1,1,2,3,1.0
ARG,61,2,0,3,5,1.0
ARG,31,2,9,3,4,1.0
ARG,39,2,0,5,3,1.0
ARG,30,1,9,6,3,1.0
ARG,63,2,0,5,3,8.0
ARG,64,1,1,1,4,1.0
ARG,25,2,1,3,3,1.0
ARG,68,2,1,1,4,1.0
ARG,45,2,1,1,4,1.0
ARG,38,1,1,1,5,1.0
ARG,70,2,1,2,4,1.0
ARG,56,1,0,3,3,1.0
ARG,45,1,1,3,4,1.0
ARG,31,1,1,3,3,1.0
ARG,65,2,1,3,4,1.0
ARG,65,2,1,2,3,8.0
ARG,46,1,1,1,4,8.0
ARG,32,2,1,3,4,8.0
ARG,29,1,1,3,3,1.0
ARG,45,2,1,2,3,1.0
ARG,61,1,1,3,3,1.0
ARG,18,1,1,2,2,1.0
ARG,65,2,1,1,3,1.0
ARG,22,2,1,3,3,1.0
ARG,74,1,1,1,3,1.0
ARG,26,1,1,2,4,1.0
ARG,50,1,9,1,4,1.0
ARG,38,1,1,3,3,1.0
ARG,36,2,1,3,3,1.0
ARG,82,2,1,0,5,8.0
ARG,19,2,1,2,3,8.0
ARG,44,1,1,2,4,1.0
ARG,32,2,1,5,3,1.0
ARG,54,2,1,2,4,1.0
ARG,79,1,1,2,3,1.0
ARG,21,2,1,3,3,1.0
ARG,20,1,9,2,3,8.0
ARG,71,1,1,3,3,8.0
ARG,50,1,1,3,3,1.0
ARG,45,2,1,5,3,1.0
ARG,52,2,1,1,3,1.0
ARG,25,1,0,3,3,1.0
ARG,45,2,1,3,3,1.0
ARG,25,2,0,3,3,1.0
ARG,70,2,1,1,3,1.0
ARG,19,2,9,2,4,8.0
ARG,43,1,1,1,3,1.0
ARG,50,2,1,3,3,1.0
ARG,57,1,1,3,2,1.0
ARG,34,1,1,3,3,1.0
ARG,46,2,0,1,4,8.0
ARG,65,2,1,0,3,8.0
ARG,31,2,1,3,3,1.0
ARG,79,1,9,2,3,1.0
ARG,48,1,1,1,3,8.0
ARG,21,2,0,3,5,1.0
ARG,40,2,1,3,3,1.0
ARG,80,2,1,1,3,1.0
ARG,35,1,0,3,3,1.0
ARG,26,2,9,5,2,1.0
ARG,29,1,1,5,3,1.0
ARG,63,1,1,3,3,1.0
ARG,19,1,0,2,3,1.0
ARG,35,2,1,3,2,8.0
ARG,67,2,1,6,3,1.0
ARG,38,1,1,1,4,8.0
ARG,55,2,1,0,4,8.0
ARG,26,2,1,5,4,1.0
ARG,24,1,0,3,3,1.0
ARG,67,2,1,5,3,1.0
ARG,39,1,1,6,3,1.0
ARG,20,2,0,3,3,1.0
ARG,34,1,0,5,4,8.0
ARG,65,1,1,2,3,1.0
ARG,28,2,1,3,4,8.0
ARG,25,2,1,3,3,1.0
ARG,28,2,1,3,4,1.0
ARG,35,1,2,3,2,8.0
ARG,36,2,1,6,2,8.0
ARG,40,1,2,2,4,2.0
ARG,23,2,0,3,2,1.0
ARG,40,1,1,2,4,1.0
ARG,40,2,1,3,3,1.0
ARG,19,2,1,3,3,8.0
ARG,61,2,1,5,3,1.0
ARG,34,1,1,3,2,1.0
ARG,30,2,9,2,3,1.0
ARG,58,1,9,2,3,8.0
ARG,69,2,1,2,3,1.0
ARG,49,2,1,3,3,1.0
ARG,42,1,9,3,3,1.0
ARG,21,1,1,5,3,1.0
ARG,80,1,1,1,2,1.0
ARG,52,2,9,3,3,1.0
ARG,28,2,0,5,3,1.0
ARG,28,1,1,5,3,8.0
ARG,62,1,1,3,2,1.0
ARG,36,2,1,3,5,8.0
ARG,24,2,0,5,3,8.0
ARG,18,1,1,3,3,8.0
ARG,33,1,1,3,4,1.0
ARG,49,2,1,3,3,8.0
ARG,40,2,1,3,4,8.0
ARG,23,2,0,3,5,8.0
ARG,25,2,0,3,4,8.0
ARG,39,2,9,2,5,8.0
ARG,52,1,9,2,3,8.0
ARG,27,1,1,3,3,8.0
ARG,37,2,1,5,3,8.0
ARG,19,1,1,3,3,8.0
ARG,42,1,1,1,4,8.0
ARG,32,1,1,3,3,1.0
ARG,62,1,1,2,5,1.0
ARG,57,2,1,2,2,8.0
ARG,29,2,1,3,4,1.0
ARG,41,1,2,3,3,8.0
ARG,23,2,1,3,3,1.0
ARG,21,1,0,3,2,8.0
ARG,23,2,1,1,2,8.0
ARG,35,1,1,3,3,8.0
ARG,38,2,1,3,3,8.0
ARG,73,2,1,0,2,8.0
ARG,63,2,1,0,3,8.0
ARG,33,1,1,3,2,8.0
ARG,19,1,1,3,3,8.0
ARG,47,2,1,3,3,8.0
ARG,45,1,1,2,3,1.0
ARG,34,2,1,3,3,8.0
ARG,70,1,1,0,2,8.0
ARG,50,2,1,6,2,8.0
ARG,34,1,1,3,1,1.0
ARG,63,1,1,3,3,8.0
ARG,64,1,1,1,3,8.0
ARG,67,1,1,2,3,8.0
ARG,24,2,0,3,3,1.0
ARG,24,1,9,1,2,1.0
ARG,70,2,9,1,4,1.0
ARG,26,2,1,3,4,1.0
ARG,26,2,0,3,3,1.0
ARG,58,1,1,1,3,1.0
ARG,26,2,1,2,4,1.0
ARG,48,2,1,3,4,1.0
ARG,46,2,1,5,3,1.0
ARG,52,2,9,3,3,1.0
ARG,71,1,1,3,3,1.0
ARG,42,2,1,5,4,1.0
ARG,40,1,1,3,2,1.0
ARG,27,1,0,6,2,1.0
ARG,22,2,9,3,3,1.0
ARG,26,2,1,3,3,1.0
ARG,37,1,1,3,4,1.0
ARG,74,2,1,0,4,1.0
ARG,21,1,1,3,4,1.0
ARG,51,2,1,1,3,1.0
ARG,45,1,1,1,3,1.0
ARG,51,1,1,2,3,1.0
ARG,27,2,1,3,3,1.0
ARG,22,1,0,5,3,8.0
ARG,24,2,1,2,3,8.0
ARG,57,1,1,1,4,8.0
ARG,64,2,1,1,3,8.0
ARG,31,1,1,3,3,1.0
ARG,20,1,1,3,3,8.0
ARG,35,1,1,3,3,8.0
ARG,43,2,1,3,2,1.0
ARG,59,1,1,2,5,1.0
ARG,32,1,1,3,2,8.0
ARG,31,2,1,2,3,1.0
ARG,41,1,1,1,3,1.0
ARG,22,2,1,3,4,1.0
ARG,18,1,0,2,4,8.0
ARG,49,2,1,1,4,1.0
ARG,25,2,1,3,3,1.0
ARG,42,1,2,2,4,8.0
ARG,42,1,2,2,4,8.0
ARG,29,2,0,5,4,8.0
ARG,52,2,9,5,3,1.0
ARG,57,2,1,3,2,1.0
ARG,62,2,1,5,2,1.0
ARG,61,2,0,3,4,1.0
ARG,32,1,0,3,3,1.0
ARG,48,2,9,1,4,1.0
ARG,18,1,0,2,4,1.0
ARG,55,1,6,3,3,1.0
ARG,23,2,1,3,3,1.0
ARG,43,1,0,3,3,8.0
ARG,76,2,1,1,4,1.0
ARG,23,1,1,3,2,8.0
ARG,41,1,2,0,3,8.0
ARG,64,1,0,5,2,1.0
ARG,52,2,9,1,5,1.0
ARG,23,2,0,3,3,1.0
ARG,43,1,1,3,3,1.0
ARG,81,2,1,1,4,8.0
ARG,22,2,2,3,3,1.0
ARG,56,2,1,1,5,1.0
ARG,27,2,2,3,5,8.0
ARG,35,1,1,2,5,8.0
ARG,55,1,9,2,4,1.0
ARG,25,1,1,5,4,1.0
ARG,54,1,1,2,3,1.0
ARG,26,2,1,6,4,1.0
ARG,68,1,1,3,4,1.0
ARG,24,2,1,3,3,1.0
ARG,29,2,1,3,4,8.0
ARG,66,2,0,8,3,1.0
ARG,53,2,0,6,3,1.0
ARG,22,1,0,3,5,1.0
ARG,19,1,0,2,4,1.0
ARG,54,2,1,3,4,1.0
ARG,38,1,1,3,4,1.0
ARG,68,1,9,1,3,8.0
ARG,27,2,1,2,4,1.0
ARG,22,1,1,1,3,8.0
ARG,50,2,1,5,4,1.0
ARG,44,2,1,3,3,7.0
ARG,58,2,2,2,3,8.0
ARG,20,2,1,3,2,1.0
ARG,55,1,1,3,2,1.0
ARG,27,1,0,3,4,1.0
ARG,32,2,0,3,5,8.0
ARG,70,1,1,5,2,1.0
ARG,46,1,1,3,3,8.0
ARG,56,2,1,3,3,1.0
ARG,91,2,1,1,3,1.0
ARG,60,1,1,3,3,8.0
ARG,29,1,1,3,3,1.0
ARG,59,2,1,3,3,1.0
ARG,43,2,1,3,2,1.0
ARG,19,2,1,2,4,1.0
ARG,39,2,1,5,3,1.0
ARG,40,1,1,6,3,1.0
ARG,73,2,1,1,4,8.0
ARG,24,1,2,2,4,1.0
ARG,49,2,2,1,4,8.0
ARG,61,1,1,1,4,8.0
ARG,27,1,1,2,4,1.0
ARG,73,1,1,1,3,1.0
ARG,35,1,1,2,4,1.0
ARG,23,2,0,2,2,1.0
ARG,67,2,1,2,3,1.0
ARG,42,2,2,2,3,1.0
ARG,22,1,1,2,4,1.0
ARG,50,1,1,2,3,1.0
ARG,39,1,1,3,4,1.0
ARG,25,2,1,1,4,8.0
ARG,63,2,1,1,4,1.0
ARG,71,2,1,2,3,1.0
ARG,72,1,1,1,2,1.0
ARG,36,1,1,3,2,1.0
ARG,25,2,1,3,3,1.0
ARG,28,1,1,2,2,8.0
ARG,50,1,1,3,3,1.0
ARG,23,1,1,3,2,1.0
ARG,72,2,1,1,2,8.0
ARG,38,2,1,2,3,1.0
ARG,35,1,1,2,3,8.0
ARG,25,1,0,2,3,1.0
ARG,25,2,1,3,2,1.0
ARG,62,2,9,1,3,1.0
ARG,18,1,0,2,3,1.0
ARG,53,1,1,1,2,1.0
ARG,27,2,0,6,2,1.0
ARG,18,1,1,2,2,1.0
ARG,42,1,9,1,3,1.0
ARG,46,2,0,1,2,1.0
ARG,45,2,1,3,3,8.0
ARG,43,1,9,3,3,8.0
ARG,63,1,1,0,5,8.0
ARG,21,1,1,3,4,1.0
ARG,34,1,9,3,4,1.0
ARG,71,1,1,1,4,8.0
ARG,39,2,1,3,4,8.0
ARG,63,2,1,1,5,8.0
ARG,24,1,1,2,4,1.0
ARG,36,1,1,3,4,1.0
ARG,44,2,1,5,2,8.0
ARG,32,1,1,5,3,1.0
ARG,40,1,1,5,3,1.0
ARG,21,1,0,2,3,8.0
ARG,63,1,1,1,3,1.0
ARG,25,2,1,2,3,1.0
ARG,30,1,9,3,3,1.0
ARG,19,2,1,2,2,1.0
ARG,62,1,1,3,3,1.0
ARG,50,1,1,1,3,1.0
ARG,24,2,1,3,3,8.0
ARG,69,2,1,1,2,8.0
ARG,38,1,1,3,4,8.0
ARG,60,1,1,3,3,8.0
ARG,25,1,1,3,4,8.0
ARG,20,2,1,3,3,1.0
ARG,22,1,1,3,2,1.0
ARG,42,1,1,5,2,8.0
ARG,55,2,1,2,3,1.0
ARM,66,2,3,6,2,1.0
ARM,48,2,3,6,2,1.0
ARM,32,2,3,6,2,1.0
ARM,35,1,3,5,2,1.0
ARM,25,2,3,3,2,1.0
ARM,63,1,3,3,3,1.0
ARM,26,2,3,7,3,1.0
ARM,59,2,3,6,2,1.0
ARM,31,1,9,5,2,1.0
ARM,32,2,3,5,2,1.0
ARM,22,1,3,3,3,1.0
ARM,54,2,3,3,2,1.0
ARM,37,2,3,2,2,1.0
ARM,88,2,3,1,5,1.0
ARM,23,2,3,6,2,1.0
ARM,53,1,3,5,2,1.0
ARM,48,2,3,5,2,1.0
ARM,49,1,3,3,3,1.0
ARM,32,2,3,3,3,1.0
ARM,35,2,3,6,2,1.0
ARM,69,1,3,7,2,1.0
ARM,39,2,3,3,2,1.0
ARM,60,1,3,6,2,1.0
ARM,65,1,3,5,2,1.0
ARM,65,2,3,5,3,1.0
ARM,56,1,3,5,4,1.0
ARM,46,2,3,3,4,1.0
ARM,53,2,3,3,3,1.0
ARM,58,2,3,3,2,1.0
ARM,36,2,3,3,4,1.0
ARM,39,1,0,3,2,1.0
ARM,65,2,3,7,2,1.0
ARM,61,1,0,7,3,1.0
ARM,43,2,3,7,3,1.0
ARM,64,2,0,5,3,1.0
ARM,55,2,3,7,3,1.0
ARM,83,2,3,6,2,1.0
ARM,44,1,3,6,2,1.0
ARM,38,2,3,6,2,1.0
ARM,42,2,3,3,3,1.0
ARM,70,1,3,3,3,1.0
ARM,19,2,3,3,3,1.0
ARM,54,2,3,5,2,1.0
ARM,51,2,3,7,2,1.0
ARM,42,2,3,7,1,1.0
ARM,55,2,3,7,2,1.0
ARM,28,2,3,2,2,1.0
ARM,24,2,3,6,3,1.0
ARM,45,2,3,3,4,1.0
ARM,51,2,9,3,3,1.0
ARM,34,2,3,6,4,1.0
ARM,41,1,3,3,4,1.0
ARM,18,2,3,3,4,1.0
ARM,21,2,3,3,2,1.0
ARM,41,1,3,3,4,1.0
ARM,66,1,3,3,4,1.0
ARM,64,2,3,5,2,1.0
ARM,33,1,3,3,4,1.0
ARM,40,2,3,6,3,1.0
ARM,42,2,3,7,3,1.0
ARM,73,1,3,3,4,5.0
ARM,50,2,3,2,3,1.0
ARM,52,2,3,5,3,1.0
ARM,63,2,3,3,4,1.0
ARM,63,2,9,2,2,1.0
ARM,34,2,0,5,3,1.0
ARM,58,1,3,5,2,1.0
ARM,19,1,0,3,2,5.0
ARM,79,2,3,3,2,1.0
ARM,62,2,3,3,2,1.0
ARM,45,1,3,3,3,1.0
ARM,34,2,3,6,4,1.0
ARM,66,2,3,2,3,1.0
ARM,28,2,3,5,3,1.0
ARM,76,2,3,7,3,1.0
ARM,36,2,3,4,2,1.0
ARM,38,2,0,5,2,1.0
ARM,37,2,3,4,2,1.0
ARM,68,2,3,4,4,1.0
ARM,37,2,3,5,4,1.0
ARM,49,2,3,2,2,1.0
ARM,34,2,3,2,2,1.0
ARM,53,2,3,5,4,1.0
ARM,31,1,3,6,4,1.0
ARM,59,1,3,2,2,1.0
ARM,52,2,3,2,4,1.0
ARM,60,1,3,6,4,1.0
ARM,40,2,3,3,2,1.0
ARM,46,2,3,5,2,1.0
ARM,24,2,0,6,4,1.0
ARM,29,2,3,7,4,1.0
ARM,38,1,3,7,2,1.0
ARM,82,2,0,7,3,1.0
ARM,39,1,3,2,1,1.0
ARM,83,1,3,3,4,1.0
ARM,63,2,3,3,4,1.0
ARM,34,2,3,5,3,1.0
ARM,50,2,3,3,4,1.0
ARM,56,2,3,3,4,1.0
ARM,31,2,3,5,4,1.0
ARM,52,2,3,5,4,1.0
ARM,54,2,3,5,4,1.0
ARM,45,2,3,2,2,1.0
ARM,32,1,3,6,2,1.0
ARM,19,2,0,1,4,1.0
ARM,25,2,3,6,2,1.0
ARM,36,2,3,5,3,1.0
ARM,50,1,9,4,4,1.0
ARM,57,2,3,5,4,1.0
ARM,29,2,3,7,4,1.0
ARM,69,1,3,7,1,1.0
ARM,68,1,3,5,4,1.0
ARM,56,2,3,4,4,1.0
ARM,57,2,3,7,4,1.0
ARM,50,2,3,3,4,1.0
ARM,58,2,3,3,3,1.0
ARM,32,1,3,3,4,1.0
ARM,38,1,3,7,2,1.0
ARM,43,2,3,5,2,1.0
ARM,51,1,3,8,4,1.0
ARM,68,1,3,5,4,1.0
ARM,66,1,3,3,4,1.0
ARM,62,2,3,3,2,1.0
ARM,40,1,3,3,4,1.0
ARM,65,2,3,7,4,1.0
ARM,58,2,3,5,2,1.0
ARM,27,2,3,5,2,1.0
ARM,53,2,3,3,2,1.0
ARM,22,1,3,3,4,1.0
ARM,37,2,3,3,4,1.0
ARM,21,1,3,2,4,1.0
ARM,54,2,3,5,4,1.0
ARM,22,2,3,3,4,1.0
ARM,53,2,3,3,4,1.0
ARM,43,2,3,5,4,1.0
ARM,46,1,3,3,4,1.0
ARM,35,2,3,3,3,1.0
ARM,57,2,3,2,3,1.0
ARM,60,1,9,7,3,1.0
ARM,56,1,3,5,4,1.0
ARM,59,2,3,2,3,1.0
ARM,29,2,3,3,4,1.0
ARM,36,2,3,3,5,1.0
ARM,27,1,3,8,4,1.0
ARM,59,2,3,4,4,1.0
ARM,40,1,3,6,4,1.0
ARM,33,2,0,6,2,1.0
ARM,81,2,0,6,2,1.0
ARM,63,1,3,7,3,1.0
ARM,60,1,3,3,4,1.0
ARM,31,1,3,3,3,1.0
ARM,59,2,3,3,4,1.0
ARM,26,2,3,6,4,1.0
ARM,61,1,3,4,3,1.0
ARM,20,2,3,6,4,1.0
ARM,48,2,3,6,2,1.0
ARM,51,2,0,6,2,1.0
ARM,39,1,3,3,3,1.0
ARM,34,2,3,6,2,1.0
ARM,56,2,3,3,3,1.0
ARM,42,2,3,7,2,1.0
ARM,27,2,3,3,2,1.0
ARM,54,2,3,3,2,1.0
ARM,39,2,3,3,4,1.0
ARM,70,2,9,5,4,1.0
ARM,62,1,3,6,2,1.0
ARM,23,2,3,3,4,1.0
ARM,36,2,3,3,3,1.0
ARM,18,2,3,6,2,1.0
ARM,36,1,3,6,2,1.0
ARM,39,2,3,5,4,1.0
ARM,41,1,3,3,4,1.0
ARM,31,2,3,3,4,1.0
ARM,50,1,3,3,4,1.0
ARM,61,2,3,5,4,1.0
ARM,26,1,3,6,3,1.0
ARM,41,2,3,5,4,1.0
ARM,72,2,3,5,4,1.0
