Q290,mapped_category,ethnicity_string,country
586003,3.0,Baluchi,PAK
586008,3.0,Seraiki,PAK
586003,3.0,Baluchi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586999,8.0,Others,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586003,3.0,Baluchi,PAK
586006,3.0,Pashto,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586999,8.0,Others,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586999,8.0,Others,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586999,8.0,Others,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586999,8.0,Others,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586003,3.0,Baluchi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586999,8.0,Others,PAK
586005,3.0,Urdu speaking,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586004,3.0,Sindhi,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586005,3.0,Urdu speaking,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586004,3.0,Sindhi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586003,3.0,Baluchi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586003,3.0,Baluchi,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586006,3.0,Pashto,PAK
586007,3.0,Hindko,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586003,3.0,Baluchi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586004,3.0,Sindhi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586006,3.0,Pashto,PAK
586006,3.0,Pashto,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586009,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586999,8.0,Others,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586999,8.0,Others,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586005,3.0,Urdu speaking,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586009,3.0,Hindko,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586003,3.0,Baluchi,PAK
586003,3.0,Baluchi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586007,3.0,Hindko,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586001,3.0,Punjabi,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
586008,3.0,Seraiki,PAK
