Q1,Q2,Q3,Q4,Q5,Q6,Q29,Q37,Q41,Q59,Q60,Q63,Q75,Q90,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q159,Q160,Q178,Q182,Q184,Q185,Q186,Q187,Q188,Q189,Q195,Q196,Q197,Q260,Q262,Q275,Q287,Q289,Q290,B_COUNTRY_ALPHA
1,1,2,4,3,3,3,5,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,8,8,8,5,1,10,1,10,2,3,2,62,2,5,1,688001,SRB
1,2,1,3,1,1,2,5,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,9,8,1,3,3,5,5,1,6,1,7,3,3,2,40,2,4,1,688001,SRB
1,1,2,4,1,4,2,5,3,2,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,9,6,1,1,3,3,6,1,6,1,6,3,3,1,59,4,2,1,688001,SRB
1,1,1,4,1,4,4,5,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,8,7,1,3,3,3,3,1,5,1,5,3,3,2,39,4,4,3,688001,SRB
1,1,1,3,1,3,1,5,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,3,4,3,1,6,1,6,3,3,1,39,8,2,3,688001,SRB
1,1,1,4,1,3,2,4,2,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,10,3,1,1,3,4,4,1,5,1,6,3,3,1,29,8,2,3,688001,SRB
1,1,2,4,1,2,3,3,2,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,10,8,1,5,5,5,5,1,10,1,10,2,4,1,67,4,3,3,688001,SRB
1,1,1,4,1,3,4,4,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,5,5,5,1,10,1,1,2,4,2,54,4,4,3,688001,SRB
1,1,2,4,2,3,4,4,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,9,1,5,5,5,5,1,10,1,1,2,4,2,60,4,4,3,688001,SRB
1,1,3,4,1,4,3,4,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,5,5,5,5,1,9,1,10,2,3,1,42,8,2,3,688001,SRB
1,1,2,4,3,3,4,4,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,8,1,5,5,5,5,1,10,1,10,2,4,2,65,2,5,3,688001,SRB
1,1,2,4,4,3,2,5,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,8,5,5,5,1,10,1,10,2,3,2,77,4,3,2,688001,SRB
1,1,1,4,4,2,4,4,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,5,5,5,1,10,1,1,2,4,1,71,2,4,3,688001,SRB
1,1,1,4,1,3,3,4,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,5,5,5,2,10,1,10,1,3,2,49,6,4,3,688001,SRB
1,1,1,3,1,3,2,4,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,5,5,5,1,10,1,1,2,4,1,54,4,2,3,688001,SRB
1,1,1,4,1,4,2,5,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,5,5,5,1,10,1,1,2,4,1,42,4,3,3,688001,SRB
1,1,2,-5,1,-5,4,5,5,2,1,3,2,10,0,0,0,0,0,0,0,0,0,0,0,8,5,10,10,3,3,1,10,1,10,6,4,4,1,62,4,4,3,688001,SRB
1,2,3,4,2,3,3,4,3,2,1,2,2,10,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,10,1,1,3,1,10,2,2,4,2,37,8,2,3,688001,SRB
1,2,3,3,3,1,4,1,4,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,10,7,10,10,6,1,6,10,10,10,1,3,4,2,71,8,4,3,688001,SRB
1,1,2,3,3,3,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,1,1,1,10,5,10,3,4,4,2,68,8,3,3,688001,SRB
1,1,1,4,1,4,3,1,4,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,10,10,1,7,10,10,10,10,10,4,4,2,84,8,4,3,688001,SRB
1,1,2,3,1,2,3,2,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,3,10,5,5,10,1,10,10,10,10,2,4,2,68,8,3,3,688001,SRB
1,1,2,3,2,2,2,1,4,3,2,3,2,10,1,2,0,1,0,0,0,0,0,0,0,4,8,5,10,5,5,1,5,9,8,5,3,4,1,43,8,3,3,688001,SRB
1,2,2,2,3,4,2,3,5,4,2,3,3,9,1,0,0,0,0,0,0,0,0,0,0,5,2,6,8,4,1,9,3,9,9,6,3,4,1,48,4,3,3,688001,SRB
1,1,1,4,2,1,2,3,4,2,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,7,6,6,10,8,10,10,3,3,2,24,4,2,3,688001,SRB
1,1,3,3,4,4,4,1,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,10,3,10,5,6,1,1,10,10,10,10,4,4,2,76,7,3,3,688001,SRB
1,2,3,4,1,2,3,2,1,2,2,2,3,5,1,0,0,1,0,0,0,0,0,0,0,9,1,10,10,6,6,7,10,9,10,6,3,3,1,64,8,2,3,688001,SRB
1,1,2,2,2,2,2,3,1,3,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,9,8,10,8,6,5,10,1,8,10,9,4,3,2,59,8,3,3,688001,SRB
1,2,3,3,2,2,3,1,1,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,6,5,10,3,5,6,1,10,6,10,2,2,4,1,50,4,3,3,688001,SRB
1,1,2,4,4,2,3,4,4,1,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,3,5,10,2,6,6,1,6,6,10,1,2,3,2,72,4,2,3,688001,SRB
1,1,1,2,1,2,4,1,2,1,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,8,10,6,6,6,6,6,10,10,10,6,3,3,2,42,8,3,3,688001,SRB
1,1,1,1,1,1,4,5,2,3,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,10,1,8,8,6,1,1,10,10,10,10,1,4,2,34,8,2,3,688001,SRB
1,1,2,4,2,1,2,2,3,2,2,2,3,1,2,0,0,0,0,0,2,0,0,0,0,6,8,10,5,10,8,3,10,10,10,1,4,4,1,37,2,3,3,688001,SRB
1,2,3,4,1,3,4,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,6,10,6,6,6,10,10,10,10,4,4,2,41,8,2,3,688001,SRB
1,1,2,2,1,4,4,1,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,7,6,1,1,1,1,5,1,10,10,4,4,1,79,4,3,3,688001,SRB
1,1,2,3,1,1,4,1,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,10,7,7,6,4,1,1,10,10,10,10,4,4,1,41,4,4,3,688001,SRB
1,2,2,3,2,2,4,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,8,8,10,5,10,5,1,10,10,10,10,4,4,1,32,8,3,3,688001,SRB
1,1,3,2,1,3,4,1,1,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,1,1,1,1,3,10,6,4,4,2,52,-2,2,3,688001,SRB
1,1,1,3,1,1,4,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,8,1,10,10,3,3,1,10,6,10,3,2,4,2,53,4,4,3,688001,SRB
1,2,1,1,1,2,3,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,9,5,8,10,1,1,1,10,10,10,6,2,4,1,21,7,4,3,688001,SRB
1,1,2,4,4,1,4,2,2,2,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,10,2,8,6,1,3,1,10,10,10,1,4,4,2,73,4,4,3,688001,SRB
1,1,1,3,1,4,4,3,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,10,1,5,10,4,4,1,1,1,10,1,4,4,2,48,4,3,3,688001,SRB
1,2,2,4,1,1,4,1,1,2,2,3,3,8,0,0,0,0,0,0,0,0,0,0,0,9,6,10,5,6,6,3,10,6,10,7,3,4,2,51,4,4,3,688001,SRB
1,1,2,3,1,1,4,5,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,6,1,1,10,6,10,1,3,4,1,42,8,2,3,688001,SRB
1,1,2,3,1,2,2,4,3,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,68,2,3,3,688001,SRB
1,3,2,3,2,3,3,3,1,3,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,6,5,8,10,7,7,7,9,9,10,10,3,3,2,48,4,4,3,688001,SRB
1,2,2,4,2,2,4,4,2,3,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,8,9,10,10,6,6,3,10,10,10,7,2,4,2,23,7,2,0,688001,SRB
1,1,1,3,2,2,3,3,2,2,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,10,8,6,10,6,3,4,10,6,10,4,2,2,2,28,4,4,3,688001,SRB
1,1,1,3,1,2,2,3,5,4,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,8,2,3,6,4,3,1,3,8,10,6,4,4,1,48,4,3,3,688001,SRB
1,2,2,3,2,3,3,4,3,2,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,7,5,10,7,6,3,1,9,6,10,6,4,4,2,39,8,2,3,688001,SRB
1,2,2,3,2,3,4,4,3,3,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,10,1,9,1,2,2,2,10,9,10,1,2,3,1,72,4,4,3,688001,SRB
1,2,2,3,2,4,3,4,2,2,2,2,2,6,1,0,1,2,1,0,2,1,1,0,0,6,8,3,3,2,2,2,6,6,10,6,3,4,2,28,8,3,3,688001,SRB
2,2,2,3,2,3,2,5,4,1,2,3,3,6,1,0,0,0,0,0,0,0,0,0,0,6,5,8,5,6,6,2,6,9,9,6,2,2,1,51,4,4,3,688001,SRB
1,2,3,3,2,3,1,4,1,2,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,8,5,9,9,8,8,2,2,7,7,8,4,4,1,49,4,3,3,688001,SRB
1,2,2,3,2,2,2,3,2,2,2,2,3,5,1,0,0,0,0,0,0,0,0,0,0,3,3,9,9,9,9,6,6,6,6,6,3,3,1,61,3,4,3,688001,SRB
1,1,2,3,1,3,3,3,3,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,6,5,8,9,4,4,5,5,5,10,9,3,3,2,47,4,3,3,688001,SRB
1,1,2,4,1,3,4,5,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,9,3,10,4,3,1,1,5,7,10,6,4,4,2,26,8,4,3,688001,SRB
1,2,2,3,2,4,4,3,3,3,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,8,1,6,6,6,6,6,6,6,6,6,2,3,2,34,4,3,3,688001,SRB
1,2,2,4,2,3,3,2,3,2,1,2,3,5,1,0,1,1,0,0,1,0,0,0,0,7,4,4,6,4,4,4,4,4,10,9,3,3,2,33,8,2,3,688001,SRB
1,1,2,3,2,2,4,4,1,2,2,4,2,5,1,0,0,0,0,0,0,0,0,0,0,9,5,10,7,7,7,4,8,8,10,7,4,4,2,29,8,2,3,688001,SRB
1,1,1,3,2,3,1,4,2,3,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,9,8,5,6,6,6,6,6,10,6,3,3,2,47,2,4,3,688001,SRB
1,2,2,4,1,1,2,2,4,2,2,2,4,8,1,0,0,0,0,0,0,0,0,0,0,8,5,5,5,10,5,1,10,1,5,1,1,1,2,38,8,3,3,688001,SRB
1,2,2,2,2,3,4,5,4,3,2,3,2,10,0,2,2,2,0,0,1,0,0,0,0,6,3,8,1,4,4,1,10,8,10,8,1,2,1,42,8,2,3,688001,SRB
1,1,1,4,4,4,4,5,5,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,4,4,2,63,2,4,3,688001,SRB
1,1,1,1,1,1,2,2,2,1,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,6,8,1,1,1,1,1,1,1,1,2,1,1,2,40,8,4,3,688001,SRB
1,1,3,1,1,1,1,1,1,3,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,5,7,3,2,1,2,2,1,2,1,2,2,2,2,68,3,2,3,688001,SRB
1,1,1,3,2,3,4,3,3,3,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,4,8,4,1,3,8,6,5,5,1,8,3,3,1,27,4,2,3,688001,SRB
1,2,1,3,1,2,3,1,2,4,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,9,9,10,2,3,3,7,6,7,2,5,3,4,2,21,4,3,3,688001,SRB
1,1,1,3,2,2,4,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,6,8,1,3,3,3,3,1,1,1,2,2,2,2,38,4,3,3,688001,SRB
1,2,2,3,1,2,1,2,4,2,2,2,3,4,1,1,1,1,1,1,2,1,1,1,1,10,5,2,2,2,2,2,2,2,2,5,3,3,1,24,8,2,3,688001,SRB
1,1,1,3,3,3,4,1,1,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,4,4,1,4,1,3,3,3,2,53,4,2,3,688001,SRB
1,1,1,1,1,1,3,1,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,6,2,1,1,1,5,1,3,2,52,8,1,3,688001,SRB
1,2,2,2,1,2,2,3,1,2,2,2,2,6,1,1,2,2,1,1,2,0,0,0,0,9,6,1,3,5,7,10,1,3,1,3,2,2,2,48,4,2,3,688001,SRB
1,1,1,3,1,1,3,3,3,2,2,4,3,8,1,0,0,0,0,0,0,0,0,0,0,7,2,2,10,6,9,7,1,2,2,2,2,3,2,72,4,3,3,688001,SRB
1,2,1,1,2,1,3,1,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,1,4,1,1,1,1,1,1,1,2,75,4,4,3,688001,SRB
1,2,2,3,3,3,3,1,2,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,7,7,1,1,1,1,2,3,2,93,4,3,3,688001,SRB
1,2,2,4,1,1,1,1,1,1,1,3,4,7,1,0,0,0,0,0,0,0,0,0,0,7,4,5,10,8,10,10,8,8,1,7,3,3,2,28,8,2,3,688001,SRB
1,2,3,4,2,4,3,2,2,3,2,4,3,-2,0,0,0,0,0,0,0,0,0,0,0,7,2,2,8,6,8,8,4,4,1,2,2,2,2,68,7,2,3,688001,SRB
2,2,3,4,2,3,3,4,4,2,2,4,4,-1,1,0,0,0,1,0,0,0,0,0,0,8,9,2,2,5,5,10,2,2,2,2,2,4,1,67,3,2,3,688001,SRB
1,2,2,3,3,3,2,4,4,2,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,5,3,1,10,7,8,9,2,5,1,1,2,3,1,22,7,2,3,688001,SRB
1,2,3,4,2,2,4,1,1,1,1,3,3,10,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,1,1,1,1,1,1,1,4,4,2,30,8,2,3,688001,SRB
1,1,1,4,2,2,2,1,1,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,5,8,1,1,1,6,6,1,1,5,1,2,4,2,69,4,3,3,688001,SRB
1,1,1,4,1,1,1,1,1,1,1,3,2,-1,2,0,0,0,0,0,0,0,0,0,0,5,5,10,1,1,5,5,1,1,1,1,2,4,2,75,2,3,3,688001,SRB
1,2,2,4,3,2,4,3,3,2,2,3,3,5,1,0,0,0,2,0,0,0,0,0,0,10,3,2,1,1,2,2,1,2,1,1,2,4,1,67,4,2,3,688001,SRB
1,1,1,4,1,1,3,4,1,1,1,3,2,-1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,7,1,1,1,1,2,4,2,49,4,3,3,688001,SRB
1,1,2,3,2,3,2,4,4,2,2,2,3,5,2,2,0,0,0,0,0,0,0,0,0,4,5,1,1,6,10,10,1,5,1,5,2,4,1,22,7,2,3,688001,SRB
2,2,2,2,2,2,2,3,3,2,2,4,4,9,1,0,0,0,0,0,0,0,0,0,0,5,5,10,1,1,5,5,1,1,1,1,2,4,1,47,8,2,3,688001,SRB
1,1,1,4,1,1,2,2,2,4,2,2,2,9,1,0,0,0,0,0,0,1,0,0,0,5,5,10,1,1,1,10,1,1,1,1,2,2,1,31,7,3,3,688001,SRB
1,1,1,1,1,1,3,1,1,4,4,-1,4,10,2,0,0,2,0,0,0,0,0,0,0,10,1,10,1,1,10,5,1,1,1,1,3,3,2,37,8,1,3,688001,SRB
1,1,1,4,1,1,2,1,1,1,1,3,3,10,1,1,0,0,0,0,0,1,0,0,0,5,5,10,1,1,10,10,1,1,1,1,2,4,1,30,4,2,3,688001,SRB
1,1,3,1,1,1,2,3,3,2,2,2,3,5,2,0,0,0,0,0,0,0,0,0,0,6,8,1,2,2,6,6,6,2,2,2,1,4,2,65,4,3,3,688001,SRB
1,2,3,4,1,1,4,1,1,2,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,6,8,1,1,1,1,1,1,1,1,1,4,4,2,60,4,4,3,688001,SRB
1,1,1,1,1,1,3,4,4,2,1,2,3,5,1,0,0,0,2,0,0,0,0,0,0,6,8,2,2,2,2,2,1,2,1,1,2,3,2,43,-2,2,3,688001,SRB
1,2,2,3,3,3,4,2,2,2,2,2,3,7,1,0,0,0,1,0,0,0,0,0,0,8,7,1,1,1,5,5,1,2,1,2,2,2,2,56,4,4,3,688001,SRB
1,2,2,4,2,1,4,3,4,2,1,1,3,5,0,0,0,1,0,0,0,0,0,0,0,6,8,2,1,1,5,1,1,1,1,1,1,2,2,72,4,3,3,688001,SRB
1,1,1,1,1,1,3,2,3,1,2,2,3,1,1,0,0,0,1,0,0,0,0,0,0,8,3,1,1,1,1,1,1,1,1,1,2,4,2,65,4,4,3,688001,SRB
1,3,1,3,2,2,3,4,2,3,2,2,3,3,0,0,0,2,0,0,0,0,0,0,0,7,5,1,2,1,6,5,1,1,1,1,3,3,2,56,4,3,3,688001,SRB
1,1,1,2,2,2,4,1,1,2,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,8,10,1,1,1,1,1,1,1,1,1,2,2,2,58,7,3,3,688001,SRB
1,2,1,3,1,2,3,4,2,3,2,2,2,3,0,0,0,0,2,0,0,0,0,0,0,7,5,1,2,1,6,5,1,1,1,1,2,3,2,43,-2,2,3,688001,SRB
1,2,2,4,1,1,3,1,1,3,3,4,3,1,2,0,0,0,0,0,0,0,0,0,0,5,5,8,1,1,1,1,1,2,2,1,3,4,2,65,4,2,3,688001,SRB
1,1,1,2,1,1,3,3,2,2,2,2,4,5,0,1,0,1,0,0,1,0,0,0,0,5,8,3,1,1,6,3,1,4,1,9,1,1,1,50,6,3,3,688001,SRB
1,2,2,4,2,2,2,1,1,2,2,4,2,8,1,0,0,1,1,0,0,0,0,1,0,7,10,8,1,1,5,5,1,1,1,1,3,4,1,50,4,2,3,688001,SRB
1,2,3,4,1,3,4,4,2,4,3,3,2,5,0,2,0,0,0,0,0,2,0,0,0,4,8,7,1,10,1,1,1,1,1,1,2,2,2,40,4,3,3,688001,SRB
1,1,2,4,1,1,3,1,2,1,1,3,2,1,0,2,0,0,0,0,0,1,0,0,0,10,2,10,10,5,10,10,5,5,1,5,2,4,2,30,8,2,3,688001,SRB
1,1,1,3,1,3,2,5,2,3,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,10,1,10,10,5,10,10,5,1,1,1,3,4,2,33,8,2,3,688001,SRB
2,3,2,4,2,2,3,3,3,2,4,4,3,1,0,0,1,0,0,0,1,1,0,0,0,7,2,10,10,1,10,10,1,5,1,1,3,4,2,45,4,2,3,688001,SRB
1,1,1,1,1,1,1,3,5,3,3,3,3,5,0,1,0,0,0,0,0,0,0,0,0,5,5,1,5,5,5,5,5,5,1,1,3,3,1,37,8,1,3,688001,SRB
1,1,1,4,1,1,2,2,3,2,1,2,4,1,0,2,0,0,0,0,0,2,0,0,0,8,7,10,1,5,5,10,1,1,1,1,1,2,2,67,-2,3,3,688001,SRB
1,1,1,3,2,3,2,3,5,2,2,2,3,5,1,1,0,0,0,0,1,0,0,0,0,10,7,7,1,5,10,1,1,1,1,10,4,4,2,33,-2,3,3,688001,SRB
1,1,1,3,1,1,3,1,5,1,1,2,4,6,2,2,0,0,0,0,0,0,0,0,0,5,5,1,1,1,2,2,1,1,1,1,3,3,1,47,-2,2,3,688001,SRB
1,1,1,4,4,1,1,1,1,3,3,3,3,-1,1,0,0,0,0,0,0,0,0,0,0,5,8,10,1,1,1,1,1,1,1,1,3,4,1,69,3,3,3,688001,SRB
1,1,1,2,2,1,1,1,1,2,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,5,5,10,1,1,5,5,1,1,1,1,3,4,2,73,3,3,3,688001,SRB
1,2,2,4,2,1,4,3,4,2,1,1,3,5,0,0,0,2,0,0,0,0,0,0,0,6,8,2,1,1,2,5,1,1,1,1,1,2,1,73,3,4,3,688001,SRB
1,1,2,4,2,3,2,-5,-5,3,3,3,4,6,1,0,0,0,0,0,0,0,0,0,0,7,3,5,1,1,10,-1,1,10,1,10,3,3,2,75,4,3,3,688001,SRB
1,1,1,2,2,1,3,1,3,2,1,1,2,10,1,0,0,0,0,0,0,0,0,0,0,10,1,5,10,5,5,10,1,1,1,1,4,4,1,74,4,4,3,688001,SRB
1,1,2,2,2,2,2,1,1,3,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,5,7,1,1,1,1,1,1,1,1,1,1,2,1,40,4,3,3,688001,SRB
1,2,1,3,1,2,3,4,1,2,2,2,2,9,1,0,0,0,0,0,0,0,1,0,0,5,5,10,5,5,5,10,5,5,1,5,2,4,1,26,4,2,3,688001,SRB
1,2,2,-5,1,2,2,1,1,2,2,3,4,5,1,2,0,0,0,0,0,0,0,0,0,5,5,10,9,10,10,10,10,1,1,5,2,3,2,28,4,3,3,688001,SRB
1,2,1,3,1,2,2,3,2,3,3,3,3,1,0,0,0,2,0,0,0,0,0,0,0,2,9,8,1,8,8,1,1,1,3,1,2,2,2,47,4,4,3,688001,SRB
1,1,1,2,2,2,4,3,3,2,2,2,3,5,1,0,0,0,0,0,0,0,0,0,0,7,1,2,10,5,5,10,2,5,1,3,2,4,2,52,7,2,3,688001,SRB
1,1,1,3,2,2,1,1,1,2,2,3,4,5,1,0,0,0,0,0,0,0,0,0,0,5,6,1,1,1,1,1,1,1,1,1,3,3,2,59,8,2,3,688001,SRB
1,1,1,2,4,4,3,3,3,3,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,6,5,5,1,1,7,10,5,5,3,9,4,4,2,49,8,1,3,688001,SRB
1,1,2,2,3,3,3,2,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,8,5,6,2,5,5,10,2,2,3,5,2,3,1,48,-2,2,3,688001,SRB
1,1,1,4,2,3,2,2,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,10,2,1,1,1,2,2,1,2,1,3,3,3,2,57,-2,3,3,688001,SRB
1,1,1,4,1,1,3,1,1,3,1,4,4,1,2,0,0,0,0,0,2,0,0,0,0,6,3,10,1,1,1,10,1,1,1,1,2,4,1,65,3,3,3,688001,SRB
1,2,2,3,3,4,4,5,5,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,7,6,8,5,5,10,10,3,3,1,1,4,4,2,70,4,3,3,688001,SRB
1,2,3,4,1,1,2,3,2,3,3,3,3,5,0,0,0,0,2,0,0,0,0,0,0,5,5,5,1,1,9,9,1,1,1,1,2,3,2,24,4,3,3,688001,SRB
1,2,3,4,1,3,4,4,2,3,3,3,2,5,0,1,0,0,0,0,0,2,0,0,0,4,8,7,2,1,1,10,1,1,1,1,2,2,2,40,2,3,3,688001,SRB
1,1,1,4,4,4,2,1,1,2,2,4,3,8,1,0,0,0,0,0,0,0,0,0,0,5,5,10,1,1,1,10,1,1,1,1,4,4,2,31,8,3,3,688001,SRB
1,2,3,4,1,3,4,1,3,2,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,9,1,3,10,5,5,10,1,5,1,1,2,4,2,43,4,4,3,688001,SRB
1,1,1,3,2,3,3,1,4,2,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,8,3,1,2,5,5,5,1,3,10,5,1,2,2,35,4,2,3,688001,SRB
1,1,1,3,1,2,3,1,4,2,2,2,3,5,0,0,0,1,0,0,0,0,0,0,0,10,2,10,8,6,6,2,1,8,1,5,4,4,2,48,4,4,3,688001,SRB
1,1,2,2,3,3,3,2,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,5,8,6,4,5,10,10,8,4,1,10,4,4,2,45,7,2,3,688001,SRB
1,1,1,1,1,1,3,3,3,2,2,2,3,6,1,0,0,0,1,0,0,0,0,0,0,5,5,2,1,2,2,1,2,1,1,1,2,2,1,50,4,3,3,688001,SRB
1,1,1,3,1,3,3,1,1,2,2,4,2,8,1,0,0,0,1,0,0,0,0,0,0,7,3,10,5,5,8,1,1,1,1,1,3,3,1,32,6,3,3,688001,SRB
1,1,2,3,2,3,3,3,3,2,2,3,3,5,0,1,0,0,0,0,0,0,0,0,0,10,7,8,4,5,5,10,2,3,1,1,2,3,1,41,7,2,0,688001,SRB
1,1,1,3,1,1,3,1,4,2,2,1,3,4,1,0,0,0,0,0,0,1,0,0,0,8,4,1,1,1,1,1,1,1,1,1,2,4,2,52,4,4,3,688001,SRB
1,2,1,3,2,2,3,2,2,2,2,2,2,5,1,1,2,2,1,1,2,1,0,0,0,5,5,5,3,3,10,10,2,2,2,1,2,4,2,70,3,3,1,688001,SRB
1,1,1,3,1,1,2,1,1,1,1,4,3,1,2,0,0,0,0,0,0,2,0,0,0,7,2,10,1,1,10,10,1,1,1,1,3,3,1,55,4,2,3,688001,SRB
1,1,1,4,4,4,3,1,1,1,1,3,3,1,1,2,0,0,0,0,0,1,0,0,0,10,1,10,10,5,10,10,1,5,1,1,4,4,1,29,8,3,3,688001,SRB
1,1,1,2,2,2,4,1,5,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,7,6,1,10,4,5,10,2,6,1,8,4,4,2,36,8,3,3,688001,SRB
1,2,2,3,2,2,3,1,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,7,5,1,1,1,1,1,1,1,1,1,1,1,2,20,7,2,3,688001,SRB
1,1,2,4,1,1,3,2,1,2,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,5,5,7,1,1,1,10,3,3,1,61,4,3,3,688001,SRB
1,2,3,4,1,4,3,1,1,2,2,4,3,10,0,0,0,0,0,0,0,0,0,0,0,10,8,3,1,5,9,10,2,1,1,9,2,2,1,59,4,3,3,688001,SRB
1,3,3,4,3,2,3,5,4,2,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,9,8,1,1,1,1,2,1,1,1,3,4,4,1,72,3,5,3,688001,SRB
1,2,2,3,1,1,4,4,2,2,2,4,3,7,0,0,0,0,0,0,0,0,0,0,0,5,6,2,4,5,8,9,1,5,1,5,4,4,2,49,2,5,3,688001,SRB
1,1,1,2,3,1,3,2,2,1,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,10,2,1,1,4,7,5,1,5,1,9,4,4,2,65,4,2,3,688001,SRB
1,2,1,4,1,2,4,4,4,3,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,10,10,7,1,4,7,8,1,3,1,7,4,4,2,55,4,5,3,688001,SRB
